clave,clave_ent,nom_ent,mun,pop,icu,beds,cve_sun,nom_sun
20193,20,Oaxaca,San Juan del Estado,2769,0,0,NA,NA
20194,20,Oaxaca,San Juan del Río,1318,0,0,NA,NA
20195,20,Oaxaca,San Juan Diuxi,1111,0,0,NA,NA
20196,20,Oaxaca,San Juan Evangelista Analco,435,0,0,NA,NA
20197,20,Oaxaca,San Juan Guelavía,3405,0,0,NA,NA
20198,20,Oaxaca,San Juan Guichicovi,30815,0,0,NA,NA
20199,20,Oaxaca,San Juan Ihualtepec,642,0,0,NA,NA
20200,20,Oaxaca,San Juan Juquila Mixes,3973,0,0,NA,NA
20201,20,Oaxaca,San Juan Juquila Vijanos,2022,0,0,NA,NA
20202,20,Oaxaca,San Juan Lachao,4968,0,0,NA,NA
20203,20,Oaxaca,San Juan Lachigalla,3432,0,0,NA,NA
20204,20,Oaxaca,San Juan Lajarcia,673,0,0,NA,NA
20205,20,Oaxaca,San Juan Lalana,17579,0,0,NA,NA
20206,20,Oaxaca,San Juan de los Cués,2497,0,0,NA,NA
20207,20,Oaxaca,San Juan Mazatlán,19226,0,0,NA,NA
20208,20,Oaxaca,San Juan Mixtepec Distrito 08,7118,0,0,NA,NA
20209,20,Oaxaca,San Juan Mixtepec Distrito 26,701,0,0,NA,NA
20210,20,Oaxaca,San Juan Ñumí,6153,0,0,NA,NA
20211,20,Oaxaca,San Juan Ozolotepec,2780,0,0,NA,NA
20212,20,Oaxaca,San Juan Petlapa,3041,0,0,NA,NA
20213,20,Oaxaca,San Juan Quiahije,4145,0,0,NA,NA
20214,20,Oaxaca,San Juan Quiotepec,2135,0,0,NA,NA
20215,20,Oaxaca,San Juan Sayultepec,839,NA,NA,NA,NA
20216,20,Oaxaca,San Juan Tabaá,1381,0,0,NA,NA
20217,20,Oaxaca,San Juan Tamazola,3079,0,0,NA,NA
20218,20,Oaxaca,San Juan Teita,633,0,0,NA,NA
20219,20,Oaxaca,San Juan Teitipac,2705,0,0,NA,NA
20220,20,Oaxaca,San Juan Tepeuxila,2743,0,0,NA,NA
20221,20,Oaxaca,San Juan Teposcolula,1295,0,0,NA,NA
20222,20,Oaxaca,San Juan Yaeé,1562,0,0,NA,NA
20223,20,Oaxaca,San Juan Yatzona,483,0,0,NA,NA
20224,20,Oaxaca,San Juan Yucuita,615,0,0,NA,NA
20225,20,Oaxaca,San Lorenzo,6357,0,0,NA,NA
20226,20,Oaxaca,San Lorenzo Albarradas,2875,0,0,NA,NA
20227,20,Oaxaca,San Lorenzo Cacaotepec,16630,0,0,M20.01,Oaxaca
20228,20,Oaxaca,San Lorenzo Cuaunecuiltitla,843,0,0,NA,NA
20229,20,Oaxaca,San Lorenzo Texmelúcan,8520,0,0,NA,NA
20230,20,Oaxaca,San Lorenzo Victoria,1010,0,0,NA,NA
20231,20,Oaxaca,San Lucas Camotlán,3131,0,0,NA,NA
20232,20,Oaxaca,San Lucas Ojitlán,21069,0,0,NA,NA
20233,20,Oaxaca,San Lucas Quiaviní,1795,0,0,NA,NA
20234,20,Oaxaca,San Lucas Zoquiápam,7710,0,0,NA,NA
20235,20,Oaxaca,San Luis Amatlán,3777,0,0,NA,NA
20236,20,Oaxaca,San Marcial Ozolotepec,1558,0,0,NA,NA
20237,20,Oaxaca,San Marcos Arteaga,1402,0,0,NA,NA
20238,20,Oaxaca,San Martín de los Cansecos,890,0,0,NA,NA
20239,20,Oaxaca,San Martín Huamelúlpam,1089,0,0,NA,NA
20240,20,Oaxaca,San Martín Itunyoso,2320,0,2,NA,NA
20241,20,Oaxaca,San Martín Lachilá,1115,0,0,NA,NA
20242,20,Oaxaca,San Martín Peras,12556,0,0,NA,NA
20243,20,Oaxaca,San Martín Tilcajete,1885,0,0,NA,NA
20244,20,Oaxaca,San Martín Toxpalan,3973,0,0,NA,NA
20245,20,Oaxaca,San Martín Zacatepec,1322,0,0,NA,NA
20246,20,Oaxaca,San Mateo Cajonos,648,0,0,NA,NA
20247,20,Oaxaca,Capulálpam de Méndez,1622,0,0,NA,NA
20248,20,Oaxaca,San Mateo del Mar,15771,0,0,NA,NA
20249,20,Oaxaca,San Mateo Yoloxochitlán,3758,0,0,NA,NA
20250,20,Oaxaca,San Mateo Etlatongo,1182,0,0,NA,NA
20251,20,Oaxaca,San Mateo Nejápam,1183,0,0,NA,NA
20252,20,Oaxaca,San Mateo Peñasco,2216,0,0,NA,NA
20253,20,Oaxaca,San Mateo Piñas,1962,0,0,NA,NA
20254,20,Oaxaca,San Mateo Río Hondo,3252,0,0,NA,NA
20255,20,Oaxaca,San Mateo Sindihui,2106,0,0,NA,NA
20256,20,Oaxaca,San Mateo Tlapiltepec,234,0,0,NA,NA
20257,20,Oaxaca,San Melchor Betaza,1068,0,0,NA,NA
20258,20,Oaxaca,San Miguel Achiutla,775,0,0,NA,NA
20259,20,Oaxaca,San Miguel Ahuehuetitlán,2485,0,0,NA,NA
20260,20,Oaxaca,San Miguel Aloápam,2291,0,0,NA,NA
20261,20,Oaxaca,San Miguel Amatitlán,7808,0,0,NA,NA
20262,20,Oaxaca,San Miguel Amatlán,1021,0,0,NA,NA
20263,20,Oaxaca,San Miguel Coatlán,3416,0,0,NA,NA
20264,20,Oaxaca,San Miguel Chicahua,2223,0,0,NA,NA
20265,20,Oaxaca,San Miguel Chimalapa,7117,0,0,NA,NA
20266,20,Oaxaca,San Miguel del Puerto,8607,0,0,NA,NA
20267,20,Oaxaca,San Miguel del Río,277,NA,NA,NA,NA
20268,20,Oaxaca,San Miguel Ejutla,1032,0,0,NA,NA
20269,20,Oaxaca,San Miguel el Grande,4389,0,2,NA,NA
20270,20,Oaxaca,San Miguel Huautla,1157,0,0,NA,NA
20271,20,Oaxaca,San Miguel Mixtepec,3321,0,0,NA,NA
20272,20,Oaxaca,San Miguel Panixtlahuaca,6768,0,0,NA,NA
20273,20,Oaxaca,San Miguel Peras,3463,0,0,NA,NA
20274,20,Oaxaca,San Miguel Piedras,1334,0,0,NA,NA
20275,20,Oaxaca,San Miguel Quetzaltepec,8512,0,0,NA,NA
20276,20,Oaxaca,San Miguel Santa Flor,730,0,0,NA,NA
20277,20,Oaxaca,Villa Sola de Vega,12703,0,13,NA,NA
20278,20,Oaxaca,San Miguel Soyaltepec,40476,0,13,NA,NA
20279,20,Oaxaca,San Miguel Suchixtepec,2833,0,0,NA,NA
20280,20,Oaxaca,Villa Talea de Castro,2368,0,0,NA,NA
20281,20,Oaxaca,San Miguel Tecomatlán,312,NA,NA,NA,NA
20282,20,Oaxaca,San Miguel Tenango,749,0,0,NA,NA
20283,20,Oaxaca,San Miguel Tequixtepec,1054,0,0,NA,NA
20284,20,Oaxaca,San Miguel Tilquiápam,3219,0,0,NA,NA
20285,20,Oaxaca,San Miguel Tlacamama,3785,0,0,NA,NA
20286,20,Oaxaca,San Miguel Tlacotepec,3254,0,0,NA,NA
20287,20,Oaxaca,San Miguel Tulancingo,319,0,0,NA,NA
20288,20,Oaxaca,San Miguel Yotao,625,0,0,NA,NA
20289,20,Oaxaca,San Nicolás,1191,0,0,NA,NA
20290,20,Oaxaca,San Nicolás Hidalgo,1043,0,0,NA,NA
20291,20,Oaxaca,San Pablo Coatlán,4369,0,0,NA,NA
20292,20,Oaxaca,San Pablo Cuatro Venados,1448,0,0,NA,NA
20293,20,Oaxaca,San Pablo Etla,19200,0,0,M20.01,Oaxaca
20294,20,Oaxaca,San Pablo Huitzo,7435,0,0,NA,NA
20295,20,Oaxaca,San Pablo Huixtepec,9784,0,30,NA,NA
20296,20,Oaxaca,San Pablo Macuiltianguis,925,0,0,NA,NA
20297,20,Oaxaca,San Pablo Tijaltepec,2477,0,0,NA,NA
20298,20,Oaxaca,San Pablo Villa de Mitla,13199,0,0,NA,NA
20299,20,Oaxaca,San Pablo Yaganiza,1110,0,0,NA,NA
20300,20,Oaxaca,San Pedro Amuzgos,7006,0,0,NA,NA
20301,20,Oaxaca,San Pedro Apóstol,1594,0,0,NA,NA
20302,20,Oaxaca,San Pedro Atoyac,4608,0,0,NA,NA
20303,20,Oaxaca,San Pedro Cajonos,1140,0,0,NA,NA
20304,20,Oaxaca,San Pedro Coxcaltepec Cántaros,771,0,0,NA,NA
20305,20,Oaxaca,San Pedro Comitancillo,4437,0,0,NA,NA
20306,20,Oaxaca,San Pedro el Alto,3781,0,0,NA,NA
20307,20,Oaxaca,San Pedro Huamelula,10259,0,13,NA,NA
20308,20,Oaxaca,San Pedro Huilotepec,3271,0,0,M20.02,Tehuantepec
20309,20,Oaxaca,San Pedro Ixcatlán,11804,0,0,NA,NA
20310,20,Oaxaca,San Pedro Ixtlahuaca,9333,0,0,NA,NA
20311,20,Oaxaca,San Pedro Jaltepetongo,570,0,0,NA,NA
20312,20,Oaxaca,San Pedro Jicayán,12760,0,0,NA,NA
20313,20,Oaxaca,San Pedro Jocotipac,803,0,0,NA,NA
20314,20,Oaxaca,San Pedro Juchatengo,1668,0,0,NA,NA
20315,20,Oaxaca,San Pedro Mártir,1727,0,0,NA,NA
20316,20,Oaxaca,San Pedro Mártir Quiechapa,727,0,0,NA,NA
20317,20,Oaxaca,San Pedro Mártir Yucuxaco,1299,0,0,NA,NA
20318,20,Oaxaca,San Pedro Mixtepec Distrito 22,51195,0,40,NA,NA
20319,20,Oaxaca,San Pedro Mixtepec Distrito 26,1110,0,0,NA,NA
20320,20,Oaxaca,San Pedro Molinos,702,0,0,NA,NA
20321,20,Oaxaca,San Pedro Nopala,750,0,0,NA,NA
20322,20,Oaxaca,San Pedro Ocopetatillo,847,0,0,NA,NA
20323,20,Oaxaca,San Pedro Ocotepec,2203,0,0,NA,NA
20324,20,Oaxaca,San Pedro Pochutla,49364,0,60,NA,NA
20325,20,Oaxaca,San Pedro Quiatoni,11353,0,0,NA,NA
20326,20,Oaxaca,San Pedro Sochiápam,5245,0,0,NA,NA
20327,20,Oaxaca,San Pedro Tapanatepec,15367,0,10,NA,NA
20328,20,Oaxaca,San Pedro Taviche,1251,0,0,NA,NA
20329,20,Oaxaca,San Pedro Teozacoalco,1279,0,0,NA,NA
20330,20,Oaxaca,San Pedro Teutila,4422,0,0,NA,NA
20331,20,Oaxaca,San Pedro Tidaá,928,0,0,NA,NA
20332,20,Oaxaca,San Pedro Topiltepec,375,0,0,NA,NA
20333,20,Oaxaca,San Pedro Totolápam,2738,0,0,NA,NA
20334,20,Oaxaca,Villa de Tututepec de Melchor Ocampo,47281,0,13,NA,NA
20335,20,Oaxaca,San Pedro Yaneri,960,0,0,NA,NA
20336,20,Oaxaca,San Pedro Yólox,1819,0,0,NA,NA
20337,20,Oaxaca,San Pedro y San Pablo Ayutla,5406,0,0,NA,NA
20338,20,Oaxaca,Villa de Etla,11426,0,0,M20.01,Oaxaca
20339,20,Oaxaca,San Pedro y San Pablo Teposcolula,4295,0,0,NA,NA
20340,20,Oaxaca,San Pedro y San Pablo Tequixtepec,1778,0,0,NA,NA
20341,20,Oaxaca,San Pedro Yucunama,239,NA,NA,NA,NA
20342,20,Oaxaca,San Raymundo Jalpan,3710,0,0,NA,NA
20343,20,Oaxaca,San Sebastián Abasolo,1988,0,0,NA,NA
20344,20,Oaxaca,San Sebastián Coatlán,2802,0,0,NA,NA
20345,20,Oaxaca,San Sebastián Ixcapa,4222,0,0,NA,NA
20346,20,Oaxaca,San Sebastián Nicananduta,1500,0,0,NA,NA
20347,20,Oaxaca,San Sebastián Río Hondo,3783,0,0,NA,NA
20348,20,Oaxaca,San Sebastián Tecomaxtlahuaca,8531,0,0,NA,NA
20349,20,Oaxaca,San Sebastián Teitipac,2036,0,0,NA,NA
20350,20,Oaxaca,San Sebastián Tutla,19272,0,0,M20.01,Oaxaca
20351,20,Oaxaca,San Simón Almolongas,2866,0,0,NA,NA
20352,20,Oaxaca,San Simón Zahuatlán,4367,0,0,NA,NA
20353,20,Oaxaca,Santa Ana,2259,0,0,NA,NA
20354,20,Oaxaca,Santa Ana Ateixtlahuaca,532,0,0,NA,NA
20355,20,Oaxaca,Santa Ana Cuauhtémoc,740,0,0,NA,NA
20356,20,Oaxaca,Santa Ana del Valle,2148,0,0,NA,NA
20357,20,Oaxaca,Santa Ana Tavela,837,0,0,NA,NA
20358,20,Oaxaca,Santa Ana Tlapacoyan,2060,0,0,NA,NA
20359,20,Oaxaca,Santa Ana Yareni,923,0,0,NA,NA
20360,20,Oaxaca,Santa Ana Zegache,3913,0,0,NA,NA
20361,20,Oaxaca,Santa Catalina Quierí,943,0,0,NA,NA
20362,20,Oaxaca,Santa Catarina Cuixtla,1510,0,0,NA,NA
20363,20,Oaxaca,Santa Catarina Ixtepeji,2719,0,0,NA,NA
20364,20,Oaxaca,Santa Catarina Juquila,16319,0,13,NA,NA
20365,20,Oaxaca,Santa Catarina Lachatao,1140,0,0,NA,NA
20366,20,Oaxaca,Santa Catarina Loxicha,3973,0,0,NA,NA
20367,20,Oaxaca,Santa Catarina Mechoacán,4677,0,0,NA,NA
20368,20,Oaxaca,Santa Catarina Minas,2017,0,0,NA,NA
20369,20,Oaxaca,Santa Catarina Quiané,2006,0,0,NA,NA
20370,20,Oaxaca,Santa Catarina Tayata,681,0,0,NA,NA
20371,20,Oaxaca,Santa Catarina Ticuá,1095,0,0,NA,NA
20372,20,Oaxaca,Santa Catarina Yosonotú,1741,0,2,NA,NA
20373,20,Oaxaca,Santa Catarina Zapoquila,384,0,0,NA,NA
20374,20,Oaxaca,Santa Cruz Acatepec,1625,0,0,NA,NA
20375,20,Oaxaca,Santa Cruz Amilpas,13683,0,0,M20.01,Oaxaca
20376,20,Oaxaca,Santa Cruz de Bravo,377,0,0,NA,NA
20377,20,Oaxaca,Santa Cruz Itundujia,11961,0,0,NA,NA
20378,20,Oaxaca,Santa Cruz Mixtepec,3654,0,0,NA,NA
20379,20,Oaxaca,Santa Cruz Nundaco,3063,0,2,NA,NA
20380,20,Oaxaca,Santa Cruz Papalutla,2233,0,0,NA,NA
20381,20,Oaxaca,Santa Cruz Tacache de Mina,2788,0,0,NA,NA
20382,20,Oaxaca,Santa Cruz Tacahua,1151,0,0,NA,NA
20383,20,Oaxaca,Santa Cruz Tayata,624,0,0,NA,NA
20384,20,Oaxaca,Santa Cruz Xitla,4969,0,0,NA,NA
20385,20,Oaxaca,Santa Cruz Xoxocotlán,98970,0,2,M20.01,Oaxaca
20386,20,Oaxaca,Santa Cruz Zenzontepec,19026,0,0,NA,NA
20387,20,Oaxaca,Santa Gertrudis,2944,0,0,NA,NA
20388,20,Oaxaca,Santa Inés del Monte,2487,0,0,NA,NA
20389,20,Oaxaca,Santa Inés Yatzeche,945,0,0,NA,NA
20390,20,Oaxaca,Santa Lucía del Camino,52119,0,4,M20.01,Oaxaca
20391,20,Oaxaca,Santa Lucía Miahuatlán,3548,0,0,NA,NA
20392,20,Oaxaca,Santa Lucía Monteverde,6679,0,2,NA,NA
20393,20,Oaxaca,Santa Lucía Ocotlán,3985,0,0,NA,NA
20394,20,Oaxaca,Santa María Alotepec,2898,0,0,NA,NA
20395,20,Oaxaca,Santa María Apazco,1783,0,0,NA,NA
20396,20,Oaxaca,Santa María la Asunción,3384,0,0,NA,NA
20397,20,Oaxaca,Heroica Ciudad de Tlaxiaco,42679,0,37,NA,NA
20398,20,Oaxaca,Ayoquezco de Aldama,4436,0,0,NA,NA
20399,20,Oaxaca,Santa María Atzompa,37206,0,0,M20.01,Oaxaca
20400,20,Oaxaca,Santa María Camotlán,1683,0,0,NA,NA
20401,20,Oaxaca,Santa María Colotepec,25179,0,0,NA,NA
20402,20,Oaxaca,Santa María Cortijo,1104,0,0,NA,NA
20403,20,Oaxaca,Santa María Coyotepec,3255,0,0,M20.01,Oaxaca
20404,20,Oaxaca,Santa María Chachoápam,769,0,0,NA,NA
20405,20,Oaxaca,Villa de Chilapa de Díaz,2213,0,0,NA,NA
20406,20,Oaxaca,Santa María Chilchotla,21031,0,0,NA,NA
20407,20,Oaxaca,Santa María Chimalapa,9380,0,0,NA,NA
20408,20,Oaxaca,Santa María del Rosario,514,NA,NA,NA,NA
20409,20,Oaxaca,Santa María del Tule,9409,0,0,M20.01,Oaxaca
20410,20,Oaxaca,Santa María Ecatepec,3508,0,0,NA,NA
20411,20,Oaxaca,Santa María Guelacé,855,0,0,NA,NA
20412,20,Oaxaca,Santa María Guienagati,3277,0,0,NA,NA
20413,20,Oaxaca,Santa María Huatulco,46818,0,71,NA,NA
20414,20,Oaxaca,Santa María Huazolotitlán,11850,0,0,NA,NA
20415,20,Oaxaca,Santa María Ipalapa,5145,0,0,NA,NA
20416,20,Oaxaca,Santa María Ixcatlán,508,0,0,NA,NA
20417,20,Oaxaca,Santa María Jacatepec,9625,0,0,NA,NA
20418,20,Oaxaca,Santa María Jalapa del Marqués,13616,0,0,NA,NA
20419,20,Oaxaca,Santa María Jaltianguis,537,0,0,NA,NA
20420,20,Oaxaca,Santa María Lachixío,2010,0,0,NA,NA
20421,20,Oaxaca,Santa María Mixtequilla,4837,0,0,M20.02,Tehuantepec
20422,20,Oaxaca,Santa María Nativitas,623,0,0,NA,NA
20423,20,Oaxaca,Santa María Nduayaco,509,0,0,NA,NA
20424,20,Oaxaca,Santa María Ozolotepec,3970,0,0,NA,NA
20425,20,Oaxaca,Santa María Pápalo,2202,0,0,NA,NA
20426,20,Oaxaca,Santa María Peñoles,8781,0,0,NA,NA
20427,20,Oaxaca,Santa María Petapa,17112,0,0,NA,NA
20428,20,Oaxaca,Santa María Quiegolani,1997,0,0,NA,NA
20429,20,Oaxaca,Santa María Sola,1519,0,0,NA,NA
20430,20,Oaxaca,Santa María Tataltepec,386,NA,NA,NA,NA
20431,20,Oaxaca,Santa María Tecomavaca,1744,0,0,NA,NA
20432,20,Oaxaca,Santa María Temaxcalapa,957,0,0,NA,NA
20433,20,Oaxaca,Santa María Temaxcaltepec,2687,0,0,NA,NA
20434,20,Oaxaca,Santa María Teopoxco,4419,0,0,NA,NA
20435,20,Oaxaca,Santa María Tepantlali,3902,0,0,NA,NA
20436,20,Oaxaca,Santa María Texcatitlán,1028,0,0,NA,NA
20437,20,Oaxaca,Santa María Tlahuitoltepec,9632,0,0,NA,NA
20438,20,Oaxaca,Santa María Tlalixtac,1760,0,0,NA,NA
20439,20,Oaxaca,Santa María Tonameca,26383,0,0,NA,NA
20440,20,Oaxaca,Santa María Totolapilla,858,0,0,NA,NA
20441,20,Oaxaca,Santa María Xadani,9124,0,0,NA,NA
20442,20,Oaxaca,Santa María Yalina,288,0,0,NA,NA
20443,20,Oaxaca,Santa María Yavesía,510,0,0,NA,NA
20444,20,Oaxaca,Santa María Yolotepec,426,0,0,NA,NA
20445,20,Oaxaca,Santa María Yosoyúa,1699,0,0,NA,NA
20446,20,Oaxaca,Santa María Yucuhiti,6475,0,2,NA,NA
20447,20,Oaxaca,Santa María Zacatepec,16538,0,0,NA,NA
20448,20,Oaxaca,Santa María Zaniza,2286,0,0,NA,NA
20449,20,Oaxaca,Santa María Zoquitlán,3128,0,0,NA,NA
20450,20,Oaxaca,Santiago Amoltepec,13114,0,0,NA,NA
20451,20,Oaxaca,Santiago Apoala,928,0,0,NA,NA
20452,20,Oaxaca,Santiago Apóstol,4108,0,0,NA,NA
20453,20,Oaxaca,Santiago Astata,4113,0,0,NA,NA
20454,20,Oaxaca,Santiago Atitlán,3128,0,0,NA,NA
20455,20,Oaxaca,Santiago Ayuquililla,2803,0,0,NA,NA
20456,20,Oaxaca,Santiago Cacaloxtepec,1674,0,0,NA,NA
20457,20,Oaxaca,Santiago Camotlán,3279,0,0,NA,NA
20458,20,Oaxaca,Santiago Comaltepec,990,0,0,NA,NA
20459,20,Oaxaca,Santiago Chazumba,4627,0,0,NA,NA
20460,20,Oaxaca,Santiago Choápam,5338,0,0,NA,NA
20461,20,Oaxaca,Santiago del Río,560,0,0,NA,NA
20462,20,Oaxaca,Santiago Huajolotitlán,4321,0,0,NA,NA
20463,20,Oaxaca,Santiago Huauclilla,545,0,0,NA,NA
20464,20,Oaxaca,Santiago Ihuitlán Plumas,373,0,0,NA,NA
20465,20,Oaxaca,Santiago Ixcuintepec,1675,0,0,NA,NA
20466,20,Oaxaca,Santiago Ixtayutla,13319,0,0,NA,NA
20467,20,Oaxaca,Santiago Jamiltepec,19738,0,34,NA,NA
20468,20,Oaxaca,Santiago Jocotepec,14474,0,0,NA,NA
20469,20,Oaxaca,Santiago Juxtlahuaca,37344,0,20,NA,NA
20470,20,Oaxaca,Santiago Lachiguiri,4862,0,0,NA,NA
20471,20,Oaxaca,Santiago Lalopa,517,0,0,NA,NA
20472,20,Oaxaca,Santiago Laollaga,3524,0,0,NA,NA
20473,20,Oaxaca,Santiago Laxopa,1357,0,0,NA,NA
20474,20,Oaxaca,Santiago Llano Grande,3398,0,0,NA,NA
20475,20,Oaxaca,Santiago Matatlán,10252,0,0,NA,NA
20476,20,Oaxaca,Santiago Miltepec,425,NA,NA,NA,NA
20477,20,Oaxaca,Santiago Minas,1440,0,0,NA,NA
20478,20,Oaxaca,Santiago Nacaltepec,1820,0,0,NA,NA
20479,20,Oaxaca,Santiago Nejapilla,211,0,0,NA,NA
20480,20,Oaxaca,Santiago Nundiche,945,0,0,NA,NA
20481,20,Oaxaca,Santiago Nuyoó,1805,0,4,NA,NA
20482,20,Oaxaca,Santiago Pinotepa Nacional,55235,0,54,NA,NA
20483,20,Oaxaca,Santiago Suchilquitongo,10950,0,0,NA,NA
20484,20,Oaxaca,Santiago Tamazola,4623,0,13,NA,NA
20485,20,Oaxaca,Santiago Tapextla,3182,0,0,NA,NA
20486,20,Oaxaca,Villa Tejúpam de la Unión,2557,0,0,NA,NA
20487,20,Oaxaca,Santiago Tenango,2116,0,0,NA,NA
20488,20,Oaxaca,Santiago Tepetlapa,127,NA,NA,NA,NA
20489,20,Oaxaca,Santiago Tetepec,5087,0,0,NA,NA
20490,20,Oaxaca,Santiago Texcalcingo,3214,0,0,NA,NA
20491,20,Oaxaca,Santiago Textitlán,4566,0,0,NA,NA
20492,20,Oaxaca,Santiago Tilantongo,3014,0,0,NA,NA
20493,20,Oaxaca,Santiago Tillo,562,0,0,NA,NA
20494,20,Oaxaca,Santiago Tlazoyaltepec,4904,0,0,NA,NA
20495,20,Oaxaca,Santiago Xanica,3106,0,0,NA,NA
20496,20,Oaxaca,Santiago Xiacuí,2153,0,0,NA,NA
20497,20,Oaxaca,Santiago Yaitepec,4470,0,0,NA,NA
20498,20,Oaxaca,Santiago Yaveo,7104,0,0,NA,NA
20499,20,Oaxaca,Santiago Yolomécatl,2211,0,0,NA,NA
20500,20,Oaxaca,Santiago Yosondúa,8672,0,0,NA,NA
20501,20,Oaxaca,Santiago Yucuyachi,946,0,0,NA,NA
20502,20,Oaxaca,Santiago Zacatepec,5472,0,0,NA,NA
20503,20,Oaxaca,Santiago Zoochila,402,0,0,NA,NA
20504,20,Oaxaca,Nuevo Zoquiápam,1687,0,0,NA,NA
20505,20,Oaxaca,Santo Domingo Ingenio,8300,0,0,NA,NA
20506,20,Oaxaca,Santo Domingo Albarradas,796,0,0,NA,NA
20507,20,Oaxaca,Santo Domingo Armenta,3525,0,0,NA,NA
20508,20,Oaxaca,Santo Domingo Chihuitán,1574,0,0,NA,NA
20509,20,Oaxaca,Santo Domingo de Morelos,11529,0,0,NA,NA
20510,20,Oaxaca,Santo Domingo Ixcatlán,685,0,0,NA,NA
20511,20,Oaxaca,Santo Domingo Nuxaá,3343,0,0,NA,NA
20512,20,Oaxaca,Santo Domingo Ozolotepec,850,0,0,NA,NA
20513,20,Oaxaca,Santo Domingo Petapa,9495,0,0,NA,NA
20514,20,Oaxaca,Santo Domingo Roayaga,1058,0,0,NA,NA
20515,20,Oaxaca,Santo Domingo Tehuantepec,68052,0,84,M20.02,Tehuantepec
20516,20,Oaxaca,Santo Domingo Teojomulco,5172,0,13,NA,NA
20517,20,Oaxaca,Santo Domingo Tepuxtepec,5871,0,0,NA,NA
20518,20,Oaxaca,Santo Domingo Tlatayápam,142,NA,NA,NA,NA
20519,20,Oaxaca,Santo Domingo Tomaltepec,3079,0,0,M20.01,Oaxaca
20520,20,Oaxaca,Santo Domingo Tonalá,7210,0,0,NA,NA
20521,20,Oaxaca,Santo Domingo Tonaltepec,251,0,0,NA,NA
20522,20,Oaxaca,Santo Domingo Xagacía,1203,0,0,NA,NA
20523,20,Oaxaca,Santo Domingo Yanhuitlán,1618,0,0,NA,NA
20524,20,Oaxaca,Santo Domingo Yodohino,312,0,0,NA,NA
20525,20,Oaxaca,Santo Domingo Zanatepec,12641,0,0,NA,NA
20526,20,Oaxaca,Santos Reyes Nopala,18273,0,15,NA,NA
20527,20,Oaxaca,Santos Reyes Pápalo,2741,0,0,NA,NA
20528,20,Oaxaca,Santos Reyes Tepejillo,1023,0,0,NA,NA
20529,20,Oaxaca,Santos Reyes Yucuná,1352,0,0,NA,NA
20530,20,Oaxaca,Santo Tomás Jalieza,3724,0,0,NA,NA
20531,20,Oaxaca,Santo Tomás Mazaltepec,2745,0,0,NA,NA
20532,20,Oaxaca,Santo Tomás Ocotepec,3927,0,2,NA,NA
20533,20,Oaxaca,Santo Tomás Tamazulapan,2329,0,0,NA,NA
20534,20,Oaxaca,San Vicente Coatlán,4062,0,0,NA,NA
20535,20,Oaxaca,San Vicente Lachixío,2938,0,0,NA,NA
20536,20,Oaxaca,San Vicente Nuñú,447,NA,NA,NA,NA
20537,20,Oaxaca,Silacayoápam,6872,0,0,NA,NA
20538,20,Oaxaca,Sitio de Xitlapehua,715,NA,NA,NA,NA
20539,20,Oaxaca,Soledad Etla,5930,0,0,M20.01,Oaxaca
20540,20,Oaxaca,Villa de Tamazulápam del Progreso,8024,0,0,NA,NA
20541,20,Oaxaca,Tanetze de Zaragoza,1702,0,0,NA,NA
20542,20,Oaxaca,Taniche,833,0,0,NA,NA
20543,20,Oaxaca,Tataltepec de Valdés,5999,0,0,NA,NA
20544,20,Oaxaca,Teococuilco de Marcos Pérez,981,0,0,NA,NA
20545,20,Oaxaca,Teotitlán de Flores Magón,10338,0,13,NA,NA
20546,20,Oaxaca,Teotitlán del Valle,6082,0,0,NA,NA
20547,20,Oaxaca,Teotongo,986,0,0,NA,NA
20548,20,Oaxaca,Tepelmeme Villa de Morelos,1700,0,0,NA,NA
20549,20,Oaxaca,Villa Tezoatlán de Segura y Luna,11399,0,0,NA,NA
20550,20,Oaxaca,San Jerónimo Tlacochahuaya,5745,0,0,NA,NA
20551,20,Oaxaca,Tlacolula de Matamoros,24027,0,40,NA,NA
20552,20,Oaxaca,Tlacotepec Plumas,466,0,0,NA,NA
20553,20,Oaxaca,Tlalixtac de Cabrera,10912,0,0,M20.01,Oaxaca
20554,20,Oaxaca,Totontepec Villa de Morelos,5577,0,0,NA,NA
20555,20,Oaxaca,Trinidad Zaachila,3093,0,0,NA,NA
20556,20,Oaxaca,La Trinidad Vista Hermosa,259,NA,NA,NA,NA
20557,20,Oaxaca,Unión Hidalgo,16061,0,0,NA,NA
20558,20,Oaxaca,Valerio Trujano,1464,0,0,NA,NA
20559,20,Oaxaca,San Juan Bautista Valle Nacional,23370,0,13,NA,NA
20560,20,Oaxaca,Villa Díaz Ordaz,6980,0,0,NA,NA
20561,20,Oaxaca,Yaxe,2935,0,0,NA,NA
20562,20,Oaxaca,Magdalena Yodocono de Porfirio Díaz,1601,0,0,NA,NA
20563,20,Oaxaca,Yogana,1290,0,0,NA,NA
20564,20,Oaxaca,Yutanduchi de Guerrero,1200,0,0,NA,NA
20565,20,Oaxaca,Villa de Zaachila,46846,0,4,M20.01,Oaxaca
20566,20,Oaxaca,San Mateo Yucutindoo,3159,0,0,NA,NA
20567,20,Oaxaca,Zapotitlán Lagunas,3268,0,0,NA,NA
20568,20,Oaxaca,Zapotitlán Palmas,1494,0,0,NA,NA
