clave,clave_ent,nom_ent,mun,pop,icu,beds,cve_sun,nom_sun
31102,31,Yucatán,Valladolid,86205,4,101,NA,NA
31103,31,Yucatán,Xocchel,3722,0,0,NA,NA
31104,31,Yucatán,Yaxcabá,16313,0,0,NA,NA
31105,31,Yucatán,Yaxkukul,3377,0,0,NA,NA
31106,31,Yucatán,Yobaín,2426,0,0,NA,NA
32001,32,Zacatecas,Apozol,6342,0,0,NA,NA
32002,32,Zacatecas,Apulco,5097,0,0,NA,NA
32003,32,Zacatecas,Atolinga,2621,0,0,NA,NA
32004,32,Zacatecas,Benito Juárez,4307,0,0,NA,NA
32005,32,Zacatecas,Calera,47377,0,45,NA,NA
32006,32,Zacatecas,Cañitas de Felipe Pescador,8712,0,0,NA,NA
32007,32,Zacatecas,Concepción del Oro,13933,0,22,NA,NA
32008,32,Zacatecas,Cuauhtémoc,13230,0,0,NA,NA
32009,32,Zacatecas,Chalchihuites,11842,0,0,NA,NA
32010,32,Zacatecas,Fresnillo,242826,5,188,NA,NA
32011,32,Zacatecas,Trinidad García de la Cadena,3022,0,0,NA,NA
32012,32,Zacatecas,Genaro Codina,8559,0,0,NA,NA
32013,32,Zacatecas,General Enrique Estrada,6620,0,0,NA,NA
32014,32,Zacatecas,General Francisco R. Murguía,22792,0,0,NA,NA
32015,32,Zacatecas,El Plateado de Joaquín Amaro,1340,0,0,NA,NA
32016,32,Zacatecas,General Pánfilo Natera,24286,0,0,NA,NA
32017,32,Zacatecas,Guadalupe,199581,4,192,M32.01,Zacatecas-Guadalupe
32018,32,Zacatecas,Huanusco,4263,0,0,NA,NA
32019,32,Zacatecas,Jalpa,25422,0,15,NA,NA
32020,32,Zacatecas,Jerez,63035,0,30,NA,NA
32021,32,Zacatecas,Jiménez del Teul,4464,0,0,NA,NA
32022,32,Zacatecas,Juan Aldama,22780,0,15,NA,NA
32023,32,Zacatecas,Juchipila,13357,0,15,NA,NA
32024,32,Zacatecas,Loreto,56515,0,30,NA,NA
32025,32,Zacatecas,Luis Moya,13948,0,0,NA,NA
32026,32,Zacatecas,Mazapil,18464,0,0,NA,NA
32027,32,Zacatecas,Melchor Ocampo,3112,0,0,NA,NA
32028,32,Zacatecas,Mezquital del Oro,2605,0,0,NA,NA
32029,32,Zacatecas,Miguel Auza,24847,0,0,NA,NA
32030,32,Zacatecas,Momax,2542,0,0,NA,NA
32031,32,Zacatecas,Monte Escobedo,9708,0,0,NA,NA
32032,32,Zacatecas,Morelos,13120,0,0,M32.01,Zacatecas-Guadalupe
32033,32,Zacatecas,Moyahua de Estrada,4217,0,0,NA,NA
32034,32,Zacatecas,Nochistlán de Mejía,29353,0,15,NA,NA
32035,32,Zacatecas,Noria de Ángeles,17636,0,0,NA,NA
32036,32,Zacatecas,Ojocaliente,45302,0,15,NA,NA
32037,32,Zacatecas,Pánuco,18789,0,0,NA,NA
32038,32,Zacatecas,Pinos,76871,0,36,NA,NA
32039,32,Zacatecas,Río Grande,67507,0,31,NA,NA
32040,32,Zacatecas,Sain Alto,23283,0,0,NA,NA
32041,32,Zacatecas,El Salvador,2528,0,0,NA,NA
32042,32,Zacatecas,Sombrerete,65330,0,27,NA,NA
32043,32,Zacatecas,Susticacán,1429,0,0,NA,NA
32044,32,Zacatecas,Tabasco,16372,0,12,NA,NA
32045,32,Zacatecas,Tepechitlán,9180,0,0,NA,NA
32046,32,Zacatecas,Tepetongo,7483,0,0,NA,NA
32047,32,Zacatecas,Teúl de González Ortega,5172,0,0,NA,NA
32048,32,Zacatecas,Tlaltenango de Sánchez Román,28112,0,27,NA,NA
32049,32,Zacatecas,Valparaíso,34792,0,15,NA,NA
32050,32,Zacatecas,Vetagrande,10536,0,0,M32.01,Zacatecas-Guadalupe
32051,32,Zacatecas,Villa de Cos,37099,0,15,NA,NA
32052,32,Zacatecas,Villa García,20167,0,0,NA,NA
32053,32,Zacatecas,Villa González Ortega,13945,0,0,NA,NA
32054,32,Zacatecas,Villa Hidalgo,20177,0,0,NA,NA
32055,32,Zacatecas,Villanueva,31804,0,22,NA,NA
32056,32,Zacatecas,Zacatecas,155533,24,337,M32.01,Zacatecas-Guadalupe
32057,32,Zacatecas,Trancoso,20285,0,12,M32.01,Zacatecas-Guadalupe
32058,32,Zacatecas,Santa María de la Paz,2855,0,0,NA,NA
